"Story","Title","Result","Date","Stability","Duration (s)"
"Manage bank account","Add a bank account","FAILURE","2024-06-04T09:12:17.432+08:00[Asia/Shanghai]","0.0","36.74"
"Manage bank account","Edit a bank account","FAILURE","2024-06-04T09:12:54.984+08:00[Asia/Shanghai]","0.0","42.12"
"Manage bank account","Search a bank account","FAILURE","2024-06-04T09:13:37.856+08:00[Asia/Shanghai]","0.0","37.55"
"Manage bank account","Activate a bank account","FAILURE","2024-06-04T09:14:16.176+08:00[Asia/Shanghai]","0.0","39.25"
"Manage bank account","Manage bank account using GVAGL bank account","FAILURE","2024-06-04T09:14:56.139+08:00[Asia/Shanghai]","0.0","39.82"
"Payments","Application of prepayment partial","FAILURE","2024-06-04T09:38:41.468+08:00[Asia/Shanghai]","0.0","55.1"
"Review AP entries","Check edit button for voucher entry and redistribute GL","FAILURE","2024-06-04T10:17:20.578+08:00[Asia/Shanghai]","0.0","126.46"
"Supplier creation","View a supplier","FAILURE","2024-06-04T10:34:22.421+08:00[Asia/Shanghai]","0.0","51.44"
"Supplier creation","Edit a supplier","FAILURE","2024-06-04T10:35:14.571+08:00[Asia/Shanghai]","0.0","35.65"
"Supplier creation","Payment terms update","FAILURE","2024-06-04T10:35:50.931+08:00[Asia/Shanghai]","0.0","53.36"
"Supplier creation","Search a supplier","FAILURE","2024-06-04T10:36:45.024+08:00[Asia/Shanghai]","0.0","52.9"
"Supplier creation","Validate or deactivate a supplier","FAILURE","2024-06-04T10:37:38.613+08:00[Asia/Shanghai]","0.0","52.68"
"Supplier creation","Supplier and supplier master creation","FAILURE","2024-06-04T10:38:31.975+08:00[Asia/Shanghai]","0.0","48.25"
"Unbilled PO receipts","Matching receipt","FAILURE","2024-06-04T10:41:05.475+08:00[Asia/Shanghai]","0.0","70.53"
"Unbilled PO receipts","Unbilled PO matching receipts","FAILURE","2024-06-04T10:42:16.734+08:00[Asia/Shanghai]","0.0","61.94"
"Unbilled PO receipts","Matching receipt with DA","FAILURE","2024-06-04T10:43:19.365+08:00[Asia/Shanghai]","0.0","56.67"
"Unbilled PO receipts","Matching receipt validate","FAILURE","2024-06-04T10:44:16.715+08:00[Asia/Shanghai]","0.0","63.27"
"Unbilled PO receipts","Unbilled POCUPR simple","FAILURE","2024-06-04T10:45:20.669+08:00[Asia/Shanghai]","0.0","60.34"
"Voucher entries","Release retention full","FAILURE","2024-06-04T10:46:22.091+08:00[Asia/Shanghai]","0.0","74.82"
"Voucher entries","Voucher entry export CSV file","FAILURE","2024-06-04T11:39:42.432+08:00[Asia/Shanghai]","0.0","153.88"
"Inquiry and reports","Order inquiry and update","FAILURE","2024-06-04T12:01:55.591+08:00[Asia/Shanghai]","0.0","41.18"
