"Story","Title","Result","Date","Stability","Duration (s)"
"Manage bank account","Edit a bank account","FAILURE","2024-05-24T10:01:16.813+08:00[Asia/Shanghai]","0.0","43.94"
"Manage bank account","Manage bank account using GVAGL bank account","FAILURE","2024-05-24T10:03:18.312+08:00[Asia/Shanghai]","0.0","43.45"
"Review AP entries","Check edit button for voucher entry and redistribute GL","FAILURE","2024-05-24T11:04:46.429+08:00[Asia/Shanghai]","0.0","134.85"
"Supplier creation","Edit a supplier","FAILURE","2024-05-24T11:21:51.693+08:00[Asia/Shanghai]","0.0","45.55"
"Supplier creation","Payment terms update","FAILURE","2024-05-24T11:22:37.939+08:00[Asia/Shanghai]","0.0","43.78"
"Unbilled PO receipts","Matching receipt","FAILURE","2024-05-24T11:27:46.687+08:00[Asia/Shanghai]","0.0","56.22"
"Unbilled PO receipts","Unbilled PO matching receipts","FAILURE","2024-05-24T11:28:43.601+08:00[Asia/Shanghai]","0.0","45.97"
"Unbilled PO receipts","Matching receipt with DA","FAILURE","2024-05-24T11:29:30.269+08:00[Asia/Shanghai]","0.0","41.42"
"Unbilled PO receipts","Matching receipt validate","FAILURE","2024-05-24T11:30:12.369+08:00[Asia/Shanghai]","0.0","46.0"
"Unbilled PO receipts","Unbilled POCUPR simple","FAILURE","2024-05-24T11:30:59.075+08:00[Asia/Shanghai]","0.0","36.07"
"Voucher entries","Release retention full","FAILURE","2024-05-24T11:31:36.212+08:00[Asia/Shanghai]","0.0","55.49"
"Voucher entries","Voucher entry export CSV file","FAILURE","2024-05-24T12:18:46.06+08:00[Asia/Shanghai]","0.0","166.97"
"Inquiry and reports","Order inquiry and update","FAILURE","2024-05-24T12:40:27.128+08:00[Asia/Shanghai]","0.0","46.55"
