"Story","Title","Result","Date","Stability","Duration (s)"
"Account recon","Refresh accounts","ERROR","2024-11-08T11:15:08.508+08:00[Asia/Shanghai]","0.0","231.69"
"Annual statistical budget","Create annual statistical entry","ERROR","2024-11-08T11:19:01.235+08:00[Asia/Shanghai]","0.0","51.47"
"Batch posting","Batch posting voiding process","ERROR","2024-11-08T11:19:53.79+08:00[Asia/Shanghai]","0.0","216.25"
"Batch posting","Batch posting general ledger entry","ERROR","2024-11-08T11:23:31.033+08:00[Asia/Shanghai]","0.0","91.81"
"General ledger entries","Create general ledger entry using sustainability accounts","ERROR","2024-11-08T11:25:04.041+08:00[Asia/Shanghai]","0.0","189.81"
"General ledger entries","Create general ledger entry","ERROR","2024-11-08T11:28:14.834+08:00[Asia/Shanghai]","0.0","115.88"
"Inquiry and reports","Order inquiry and update","FAILURE","2024-11-08T11:30:13.159+08:00[Asia/Shanghai]","0.0","75.5"
"Monthly statistical entries","Create monthly statistical entry","ERROR","2024-11-08T11:33:08.482+08:00[Asia/Shanghai]","0.0","80.0"
"Salary advance","Create salary advance entry","ERROR","2024-11-08T11:34:29.576+08:00[Asia/Shanghai]","0.0","92.14"
"Working advance","Create working advance entry","ERROR","2024-11-08T11:36:02.751+08:00[Asia/Shanghai]","0.0","74.93"
