"Story","Title","Result","Date","Stability","Duration (s)"
"Manage bank account","Search a bank account","FAILURE","2023-07-07T14:45:37.01+08:00[Asia/Shanghai]","0.0","45.85"
"Payments","Application of prepayment full","FAILURE","2023-07-07T14:56:07.827+08:00[Asia/Shanghai]","0.0","389.11"
"Payments","Application of prepayment partial","FAILURE","2023-07-07T15:17:10.844+08:00[Asia/Shanghai]","0.0","368.79"
"Supplier creation","Validate or deactivate a supplier","FAILURE","2023-07-07T16:29:52.909+08:00[Asia/Shanghai]","0.0","41.5"
"Unbilled PO receipts","Matching receipt","FAILURE","2023-07-07T16:33:30.962+08:00[Asia/Shanghai]","0.0","46.06"
"Unbilled PO receipts","Unbilled PO matching receipts","FAILURE","2023-07-07T16:34:17.69+08:00[Asia/Shanghai]","0.0","53.28"
"Unbilled PO receipts","Matching receipt with DA","FAILURE","2023-07-07T16:35:11.626+08:00[Asia/Shanghai]","0.0","47.28"
"Voucher entries","Release retention full","FAILURE","2023-07-07T16:38:39.23+08:00[Asia/Shanghai]","0.0","47.03"
"Voucher entries","Voucher entry export CSV file","FAILURE","2023-07-07T17:33:41.474+08:00[Asia/Shanghai]","0.0","160.13"
"General ledger entries","Create general ledger entry using sustainability accounts","FAILURE","2023-07-07T17:52:06.94+08:00[Asia/Shanghai]","0.0","70.83"
